time,G(i),H_sun,T2m,WS10m,Int
20110624:0510,14.85,3.19,17.38,3.24,0.0
20110624:0610,73.65,13.64,17.78,2.83,0.0
20110624:0710,271.48,24.67,19.59,2.76,0.0
20110624:0810,495.37,36.02,21.49,2.28,0.0
20110624:0910,703.29,47.41,23.45,1.86,0.0
20110624:1010,868.4,58.41,25.49,1.59,0.0
20110624:1110,975.27,67.94,27.45,1.31,0.0
20110624:1210,1012.15,72.98,29.18,0.9,0.0
20110624:1310,976.58,69.71,30.53,0.41,0.0
20110624:1410,871.16,60.85,31.53,0.41,0.0
20110624:1510,710.66,50.07,32.17,0.62,0.0
20110624:1610,501.25,38.72,32.43,0.69,0.0
20110624:1710,278.87,27.33,32.32,0.69,0.0
20110624:1810,74.6,16.2,31.9,0.62,0.0
20110624:1910,27.95,5.59,31.0,0.41,0.0
20110624:2010,0.0,0.0,28.84,0.97,0.0
20110624:2110,0.0,0.0,26.15,1.59,0.0
20110624:2210,0.0,0.0,24.44,2.21,0.0
20110624:2310,0.0,0.0,22.66,1.86,0.0
20110625:0010,0.0,0.0,21.54,1.66,0.0
20110625:0110,0.0,0.0,20.2,2.07,0.0
20110625:0210,0.0,0.0,19.73,2.34,0.0
20110625:0310,0.0,0.0,19.53,2.48,0.0
20110625:0410,0.0,0.0,19.3,2.48,0.0
20110625:0510,13.1,3.14,19.13,2.48,0.0
20110625:0610,73.17,13.59,19.97,2.34,0.0
20110625:0710,270.63,24.62,22.16,2.34,0.0
20110625:0810,492.4,35.97,24.27,2.28,0.0
20110625:0910,698.93,47.36,26.48,2.07,0.0
20110625:1010,863.8,58.35,28.73,2.0,0.0
20110625:1110,974.43,67.89,30.75,1.93,0.0
20110625:1210,1012.4,72.95,32.4,1.72,0.0
20110625:1310,976.88,69.72,33.52,1.38,0.0
20110625:1410,871.46,60.87,34.26,1.03,0.0
20110625:1510,708.0,50.09,34.72,0.83,0.0
20110625:1610,502.59,38.75,34.91,0.76,0.0
20110625:1710,280.23,27.36,34.74,0.69,0.0
20110625:1810,78.6,16.22,34.26,0.34,0.0
20110625:1910,28.82,5.61,33.46,0.76,0.0
20110625:2010,0.0,0.0,31.16,1.93,0.0
20110625:2110,0.0,0.0,28.89,2.07,0.0
20110625:2210,0.0,0.0,26.81,1.72,0.0
20110625:2310,0.0,0.0,25.35,1.86,0.0
20110626:0010,0.0,0.0,24.6,2.34,0.0
20110626:0110,0.0,0.0,23.58,2.28,0.0
20110626:0210,0.0,0.0,22.61,2.14,0.0
20110626:0310,0.0,0.0,21.79,2.28,0.0
20110626:0410,0.0,0.0,21.24,2.28,0.0
20110626:0510,13.97,3.09,20.76,2.28,0.0
20110626:0610,74.1,13.53,21.41,2.07,0.0
20110626:0710,268.66,24.56,24.07,2.28,0.0
20110626:0810,491.55,35.91,26.17,1.79,0.0
20110626:0910,698.06,47.31,28.09,1.1,0.0
20110626:1010,862.98,58.3,30.13,0.62,0.0
20110626:1110,968.81,67.84,32.14,0.34,0.0
20110626:1210,1011.71,72.92,33.94,0.62,0.0
20110626:1310,966.73,69.72,35.15,1.03,0.0
20110626:1410,863.94,60.89,35.99,1.17,0.0
20110626:1510,695.09,50.11,36.4,1.03,0.0
20110626:1610,489.81,38.77,36.45,0.69,0.0
20110626:1710,272.3,27.38,36.17,0.48,0.0
20110626:1810,82.73,16.24,35.6,0.55,0.0
20110626:1910,29.7,5.63,34.25,0.62,0.0
20110626:2010,0.0,0.0,31.62,1.31,0.0
20110626:2110,0.0,0.0,29.43,1.79,0.0
20110626:2210,0.0,0.0,27.73,1.31,0.0
20110626:2310,0.0,0.0,27.95,0.76,0.0
20110627:0010,0.0,0.0,27.0,0.69,0.0
20110627:0110,0.0,0.0,24.39,1.59,0.0
20110627:0210,0.0,0.0,23.65,2.14,0.0
20110627:0310,0.0,0.0,22.77,2.14,0.0
20110627:0410,0.0,0.0,21.9,2.07,0.0
20110627:0510,12.23,3.03,21.22,1.93,0.0
20110627:0610,79.65,13.47,21.81,1.79,0.0
20110627:0710,263.86,24.5,24.73,1.93,0.0
20110627:0810,482.35,35.85,26.79,1.66,0.0
20110627:0910,690.32,47.25,28.84,1.17,0.0
20110627:1010,853.68,58.24,30.82,1.17,0.0
20110627:1110,964.23,67.79,32.68,1.86,0.0
20110627:1210,1001.28,72.88,34.21,2.83,0.0
20110627:1310,967.15,69.71,35.09,3.52,0.0
20110627:1410,859.89,60.9,35.11,3.59,0.0
20110627:1510,692.4,50.13,34.9,3.45,0.0
20110627:1610,503.43,38.79,34.88,3.52,0.0
20110627:1710,278.23,27.4,33.89,3.03,0.0
20110627:1810,87.67,16.26,33.49,2.83,0.0
20110627:1910,30.57,5.64,32.7,1.79,0.0
20110627:2010,0.0,0.0,30.83,1.79,0.0
20110627:2110,0.0,0.0,28.54,1.79,0.0
20110627:2210,0.0,0.0,26.92,1.59,0.0
20110627:2310,0.0,0.0,27.59,1.03,0.0
20110628:0010,0.0,0.0,27.62,0.14,0.0
20110628:0110,0.0,0.0,26.16,0.34,0.0
20110628:0210,0.0,0.0,25.29,0.55,0.0
20110628:0310,0.0,0.0,24.52,0.62,0.0
20110628:0410,0.0,0.0,23.8,0.62,0.0
20110628:0510,12.23,2.96,23.06,0.69,0.0
20110628:0610,74.67,13.41,22.47,0.76,0.0
20110628:0710,266.92,24.44,24.37,0.62,0.0
20110628:0810,490.0,35.79,26.88,1.03,0.0
20110628:0910,696.58,47.18,29.1,1.93,0.0
20110628:1010,862.59,58.18,30.87,3.03,0.0
20110628:1110,963.6,67.72,32.09,3.72,0.0
20110628:1210,1001.73,72.83,33.0,4.07,0.0
20110628:1310,967.65,69.69,33.65,4.34,0.0
20110628:1410,864.91,60.9,33.9,4.34,0.0
20110628:1510,707.32,50.14,33.94,4.48,0.0
20110628:1610,499.07,38.8,33.68,4.69,0.0
20110628:1710,280.99,27.41,32.97,4.41,0.0
20110628:1810,82.83,16.27,32.18,3.86,0.0
20110628:1910,28.82,5.64,31.11,3.1,0.0
20110628:2010,0.0,0.0,29.51,2.0,0.0
20110628:2110,0.0,0.0,27.92,2.0,0.0
20110628:2210,0.0,0.0,26.4,2.0,0.0
20110628:2310,0.0,0.0,24.65,1.45,0.0
20110629:0010,0.0,0.0,23.14,1.38,0.0
20110629:0110,0.0,0.0,22.23,2.34,0.0
20110629:0210,0.0,0.0,21.66,2.97,0.0
20110629:0310,0.0,0.0,20.88,3.24,0.0
20110629:0410,0.0,0.0,20.1,3.24,0.0
20110629:0510,12.23,2.9,19.4,3.1,0.0
20110629:0610,72.76,13.34,19.42,3.45,0.0
20110629:0710,265.09,24.37,20.53,3.79,0.0
20110629:0810,489.3,35.73,22.36,3.52,0.0
20110629:0910,692.44,47.12,24.47,2.97,0.0
20110629:1010,857.19,58.11,26.55,2.21,0.0
20110629:1110,969.01,67.66,28.43,1.24,0.0
20110629:1210,1012.06,72.78,30.07,0.14,0.0
20110629:1310,962.37,69.67,31.44,1.17,0.0
20110629:1410,833.24,60.9,32.42,2.0,0.0
20110629:1510,714.05,50.15,32.85,2.69,0.0
20110629:1610,501.37,38.81,33.33,4.0,0.0
20110629:1710,281.59,27.42,32.49,4.41,0.0
20110629:1810,76.35,16.28,31.38,4.14,0.0
20110629:1910,29.7,5.64,30.4,2.21,0.0
20110629:2010,0.0,0.0,28.52,1.79,0.0
20110629:2110,0.0,0.0,26.66,2.55,0.0
20110629:2210,0.0,0.0,25.07,3.79,0.0
20110629:2310,0.0,0.0,23.16,4.69,0.0
20110630:0010,0.0,0.0,21.35,4.55,0.0
20110630:0110,0.0,0.0,20.13,4.0,0.0
20110630:0210,0.0,0.0,19.17,3.79,0.0
20110630:0310,0.0,0.0,18.46,3.52,0.0
20110630:0410,0.0,0.0,17.96,3.38,0.0
20110630:0510,12.23,2.83,17.61,3.17,0.0
20110630:0610,68.68,13.27,18.05,2.97,0.0
20110630:0710,267.49,24.31,19.63,3.31,0.0
20110630:0810,494.79,35.66,21.81,3.03,0.0
20110630:0910,702.28,47.05,24.04,2.28,0.0
20110630:1010,866.24,58.04,26.16,1.52,0.0
20110630:1110,974.47,67.58,28.22,0.62,0.0
20110630:1210,1012.68,72.72,30.05,0.76,0.0
20110630:1310,973.62,69.65,31.49,1.59,0.0
20110630:1410,875.13,60.9,32.45,2.07,0.0
20110630:1510,711.65,50.16,33.02,2.41,0.0
20110630:1610,504.51,38.82,33.23,2.62,0.0
20110630:1710,283.16,27.43,33.01,2.62,0.0
20110630:1810,78.13,16.28,32.49,2.62,0.0
20110630:1910,28.82,5.64,31.4,2.0,0.0
20110630:2010,0.0,0.0,29.63,1.86,0.0
20110630:2110,0.0,0.0,27.43,1.59,0.0
20110630:2210,0.0,0.0,25.33,1.38,0.0
20110630:2310,0.0,0.0,23.35,2.0,0.0
20110701:0010,0.0,0.0,22.83,3.17,0.0
20110701:0110,0.0,0.0,21.77,3.72,0.0
20110701:0210,0.0,0.0,20.76,3.52,0.0
20110701:0310,0.0,0.0,19.98,2.97,0.0
20110701:0410,0.0,0.0,19.28,2.62,0.0
20110701:0510,10.48,2.75,18.66,2.48,0.0
20110701:0610,66.79,13.2,18.99,2.28,0.0
20110701:0710,264.77,24.23,20.8,2.62,0.0
20110701:0810,489.86,35.59,22.79,2.21,0.0
20110701:0910,697.25,46.98,24.96,1.52,0.0
20110701:1010,873.23,57.96,27.19,0.83,0.0
20110701:1110,976.9,67.51,29.29,0.62,0.0
20110701:1210,1021.06,72.65,31.2,1.38,0.0
20110701:1310,977.08,69.61,32.65,2.48,0.0
20110701:1410,788.92,60.89,33.65,3.52,0.0
20110701:1510,472.32,50.15,33.68,4.41,0.0
20110701:1610,488.77,38.82,33.04,5.03,0.0
20110701:1710,189.39,27.43,31.47,5.72,0.0
20110701:1810,19.46,16.28,30.02,5.59,0.0
20110701:1910,20.96,5.63,29.42,3.72,0.0
20110701:2010,0.0,0.0,28.06,3.24,0.0
20110701:2110,0.0,0.0,27.14,2.07,0.0
20110701:2210,0.0,0.0,26.0,1.31,0.0
20110701:2310,0.0,0.0,24.24,1.31,0.0
20110702:0010,0.0,0.0,22.75,1.52,0.0
20110702:0110,0.0,0.0,22.01,1.31,0.0
20110702:0210,0.0,0.0,22.59,0.76,0.0
20110702:0310,0.0,0.0,21.98,0.69,0.0
20110702:0410,0.0,0.0,20.71,0.97,0.0
20110702:0510,9.61,2.67,21.06,0.83,0.0
20110702:0610,62.83,13.12,21.19,0.48,0.0
20110702:0710,264.75,24.16,23.17,1.38,0.0
20110702:0810,487.24,35.51,25.77,2.07,0.0
20110702:0910,700.27,46.9,28.07,2.62,0.0
20110702:1010,872.85,57.89,30.0,3.17,0.0
20110702:1110,981.43,67.43,31.05,3.66,0.0
20110702:1210,1026.65,72.58,32.17,4.07,0.0
20110702:1310,996.72,69.57,32.89,4.41,0.0
20110702:1410,887.08,60.87,33.19,4.48,0.0
20110702:1510,715.24,50.15,33.43,4.41,0.0
20110702:1610,442.25,38.82,33.2,4.41,0.0
20110702:1710,265.84,27.42,32.97,4.83,0.0
20110702:1810,109.35,16.27,31.85,4.83,0.0
20110702:1910,20.96,5.62,30.96,3.38,0.0
20110702:2010,0.0,0.0,29.45,2.0,0.0
20110702:2110,0.0,0.0,27.92,1.52,0.0
20110702:2210,0.0,0.0,26.15,1.52,0.0
20110702:2310,0.0,0.0,24.71,1.38,0.0
20110703:0010,0.0,0.0,24.59,1.03,0.0
20110703:0110,0.0,0.0,24.81,0.83,0.0
20110703:0210,0.0,0.0,24.75,0.76,0.0
20110703:0310,0.0,0.0,24.05,0.76,0.0
20110703:0410,0.0,0.0,23.47,0.48,0.0
20110703:0510,7.86,2.59,20.57,1.59,0.0
20110703:0610,74.96,13.04,21.36,1.86,0.0
20110703:0710,88.01,24.08,22.76,2.55,0.0
20110703:0810,400.52,35.43,24.24,3.1,0.0
20110703:0910,660.55,46.82,25.65,3.38,0.0
20110703:1010,771.4,57.8,26.57,3.79,0.0
20110703:1110,982.22,67.34,27.51,4.0,0.0
20110703:1210,948.55,72.5,28.52,4.34,0.0
20110703:1310,896.34,69.53,29.32,4.62,0.0
20110703:1410,833.94,60.85,29.79,5.1,0.0
20110703:1510,738.51,50.14,29.68,5.31,0.0
20110703:1610,517.97,38.81,29.12,5.1,0.0
20110703:1710,282.69,27.41,28.53,5.24,0.0
20110703:1810,70.8,16.25,26.97,4.97,0.0
20110703:1910,29.7,5.6,26.02,4.48,0.0
20110703:2010,0.0,0.0,24.73,3.45,0.0
20110703:2110,0.0,0.0,23.51,2.76,0.0
20110703:2210,0.0,0.0,22.27,2.48,0.0
20110703:2310,0.0,0.0,21.27,2.14,0.0
20110704:0010,0.0,0.0,20.23,1.79,0.0
20110704:0110,0.0,0.0,18.98,1.45,0.0
20110704:0210,0.0,0.0,18.21,1.31,0.0
20110704:0310,0.0,0.0,17.35,1.31,0.0
20110704:0410,0.0,0.0,16.58,1.38,0.0
20110704:0510,10.48,2.5,16.29,1.17,0.0
20110704:0610,64.68,12.96,17.84,0.62,0.0
20110704:0710,262.79,24.0,19.94,1.03,0.0
20110704:0810,490.5,35.35,21.92,1.31,0.0
20110704:0910,702.98,46.74,23.72,1.03,0.0
20110704:1010,877.0,57.72,25.33,1.1,0.0
20110704:1110,986.89,67.25,26.66,1.45,0.0
20110704:1210,1011.7,72.41,27.99,1.66,0.0
20110704:1310,925.05,69.48,28.97,1.72,0.0
20110704:1410,565.99,60.83,29.76,1.93,0.0
20110704:1510,656.6,50.12,30.34,2.07,0.0
20110704:1610,432.94,38.8,30.24,1.93,0.0
20110704:1710,282.98,27.4,30.43,2.0,0.0
20110704:1810,83.75,16.24,29.94,2.28,0.0
20110704:1910,29.7,5.57,28.0,3.24,0.0
20110704:2010,0.0,0.0,26.35,3.45,0.0
20110704:2110,0.0,0.0,24.84,3.17,0.0
20110704:2210,0.0,0.0,23.73,2.55,0.0
20110704:2310,0.0,0.0,22.81,1.93,0.0
20110705:0010,0.0,0.0,21.44,1.45,0.0
20110705:0110,0.0,0.0,21.24,0.83,0.0
20110705:0210,0.0,0.0,20.27,0.83,0.0
20110705:0310,0.0,0.0,19.56,0.9,0.0
20110705:0410,0.0,0.0,19.38,0.62,0.0
20110705:0510,9.61,2.41,19.15,0.14,0.0
20110705:0610,61.36,12.87,19.03,0.34,0.0
20110705:0710,263.72,23.91,21.22,0.28,0.0
20110705:0810,491.28,35.27,23.72,0.48,0.0
20110705:0910,702.77,46.65,26.0,1.1,0.0
20110705:1010,876.84,57.63,28.05,2.14,0.0
20110705:1110,951.08,67.15,29.6,3.24,0.0
20110705:1210,984.47,72.32,30.71,3.72,0.0
20110705:1310,967.85,69.42,31.53,4.0,0.0
20110705:1410,889.89,60.79,32.16,4.14,0.0
20110705:1510,710.67,50.1,32.43,4.14,0.0
20110705:1610,509.69,38.78,32.45,4.21,0.0
20110705:1710,285.51,27.38,31.98,4.55,0.0
20110705:1810,84.1,16.21,31.15,4.97,0.0
20110705:1910,28.82,5.55,29.88,4.55,0.0
20110705:2010,0.0,0.0,28.2,4.07,0.0
20110705:2110,0.0,0.0,26.84,3.59,0.0
20110705:2210,0.0,0.0,25.76,3.1,0.0
20110705:2310,0.0,0.0,24.79,2.55,0.0
20110706:0010,0.0,0.0,23.76,2.21,0.0
20110706:0110,0.0,0.0,22.65,2.0,0.0
20110706:0210,0.0,0.0,21.43,1.79,0.0
20110706:0310,0.0,0.0,20.16,1.59,0.0
20110706:0410,0.0,0.0,19.35,1.45,0.0
20110706:0510,9.61,2.31,18.49,1.31,0.0
20110706:0610,56.75,12.78,19.0,0.97,0.0
20110706:0710,263.64,23.82,21.82,1.38,0.0
20110706:0810,491.06,35.18,23.28,1.52,0.0
20110706:0910,699.08,46.57,24.76,1.17,0.0
20110706:1010,848.9,57.54,26.35,1.72,0.0
20110706:1110,976.97,67.05,27.92,2.62,0.0
20110706:1210,1028.37,72.22,29.34,3.45,0.0
20110706:1310,989.15,69.35,30.43,4.07,0.0
20110706:1410,881.95,60.76,31.12,4.41,0.0
20110706:1510,718.89,50.08,31.41,4.69,0.0
20110706:1610,513.95,38.76,31.31,4.83,0.0
20110706:1710,287.57,27.36,30.77,4.9,0.0
20110706:1810,75.49,16.19,29.71,4.97,0.0
20110706:1910,26.2,5.51,28.19,4.41,0.0
20110706:2010,0.0,0.0,26.39,4.14,0.0
20110706:2110,0.0,0.0,24.95,3.52,0.0
20110706:2210,0.0,0.0,23.73,2.83,0.0
20110706:2310,0.0,0.0,22.58,2.34,0.0
20110707:0010,0.0,0.0,21.36,2.07,0.0
20110707:0110,0.0,0.0,19.93,1.86,0.0
20110707:0210,0.0,0.0,18.52,1.79,0.0
20110707:0310,0.0,0.0,17.3,1.66,0.0
20110707:0410,0.0,0.0,16.77,1.45,0.0
20110707:0510,0.0,2.22,16.12,1.31,0.0
20110707:0610,56.92,12.68,16.75,1.03,0.0
20110707:0710,263.45,23.73,19.71,1.24,0.0
20110707:0810,489.86,35.09,21.56,1.66,0.0
20110707:0910,698.94,46.48,23.17,2.0,0.0
20110707:1010,876.72,57.44,24.73,2.69,0.0
20110707:1110,982.96,66.94,26.18,3.38,0.0
20110707:1210,1028.47,72.11,27.4,3.86,0.0
20110707:1310,995.03,69.28,28.36,4.34,0.0
20110707:1410,886.57,60.71,28.97,4.69,0.0
20110707:1510,722.16,50.05,29.24,4.76,0.0
20110707:1610,514.9,38.73,29.17,4.69,0.0
20110707:1710,287.55,27.33,28.77,4.48,0.0
20110707:1810,77.04,16.15,28.01,4.0,0.0
20110707:1910,25.33,5.47,26.43,2.97,0.0
20110707:2010,0.0,0.0,24.83,2.21,0.0
20110707:2110,0.0,0.0,23.18,2.14,0.0
20110707:2210,0.0,0.0,21.65,2.07,0.0
20110707:2310,0.0,0.0,20.23,2.0,0.0
20110708:0010,0.0,0.0,18.86,1.93,0.0
20110708:0110,0.0,0.0,17.58,1.86,0.0
20110708:0210,0.0,0.0,16.37,1.72,0.0
20110708:0310,0.0,0.0,15.44,1.52,0.0
20110708:0410,0.0,0.0,14.97,1.45,0.0
20110708:0510,0.0,2.11,14.29,1.38,0.0
20110708:0610,55.07,12.59,14.99,1.03,0.0
20110708:0710,262.86,23.64,17.45,1.45,0.0
20110708:0810,489.66,35.0,19.32,1.1,0.0
20110708:0910,701.38,46.38,21.16,0.21,0.0
20110708:1010,871.99,57.34,22.98,1.03,0.0
20110708:1110,983.05,66.83,24.66,1.66,0.0
20110708:1210,1028.63,72.0,26.13,2.07,0.0
20110708:1310,996.25,69.2,27.32,2.48,0.0
20110708:1410,887.78,60.66,28.19,2.83,0.0
20110708:1510,723.27,50.01,28.73,3.17,0.0
20110708:1610,514.96,38.7,28.86,3.45,0.0
20110708:1710,288.53,27.3,28.57,3.59,0.0
20110708:1810,77.38,16.12,27.81,3.59,0.0
20110708:1910,25.33,5.43,26.81,3.31,0.0
20110708:2010,0.0,0.0,25.16,3.24,0.0
20110708:2110,0.0,0.0,23.82,2.97,0.0
20110708:2210,0.0,0.0,22.71,2.41,0.0
20110708:2310,0.0,0.0,21.68,2.0,0.0
20110709:0010,0.0,0.0,20.59,1.72,0.0
20110709:0110,0.0,0.0,19.28,1.52,0.0
20110709:0210,0.0,0.0,18.28,1.45,0.0
20110709:0310,0.0,0.0,17.4,1.38,0.0
20110709:0410,0.0,0.0,16.75,1.31,0.0
20110709:0510,0.0,2.01,16.43,1.1,0.0
20110709:0610,55.29,12.49,17.6,0.55,0.0
20110709:0710,261.03,23.54,20.01,0.62,0.0
20110709:0810,494.95,34.9,22.25,0.69,0.0
20110709:0910,701.37,46.29,24.01,0.34,0.0
20110709:1010,872.09,57.24,25.73,1.38,0.0
20110709:1110,983.22,66.72,27.21,2.21,0.0
20110709:1210,1029.88,71.88,28.5,2.83,0.0
20110709:1310,991.7,69.11,29.43,3.24,0.0
20110709:1410,887.99,60.61,30.09,3.52,0.0
20110709:1510,724.44,49.97,30.47,3.72,0.0
20110709:1610,516.11,38.66,30.46,4.07,0.0
20110709:1710,288.74,27.26,30.02,4.28,0.0
20110709:1810,74.75,16.07,29.1,4.21,0.0
20110709:1910,25.33,5.37,27.82,3.31,0.0
20110709:2010,0.0,0.0,26.11,2.76,0.0
20110709:2110,0.0,0.0,24.59,2.62,0.0
20110709:2210,0.0,0.0,23.28,2.55,0.0
20110709:2310,0.0,0.0,22.23,2.34,0.0
20110710:0010,0.0,0.0,21.24,2.14,0.0
20110710:0110,0.0,0.0,20.07,1.86,0.0
20110710:0210,0.0,0.0,18.75,1.66,0.0
20110710:0310,0.0,0.0,17.82,1.38,0.0
20110710:0410,0.0,0.0,17.37,1.1,0.0
20110710:0510,0.0,1.9,17.63,0.83,0.0
20110710:0610,55.52,12.38,17.94,0.41,0.0
20110710:0710,260.32,23.44,20.26,0.34,0.0
20110710:0810,488.56,34.81,22.82,0.62,0.0
20110710:0910,697.93,46.19,25.16,1.45,0.0
20110710:1010,872.25,57.13,26.99,2.48,0.0
20110710:1110,967.44,66.6,28.44,3.17,0.0
20110710:1210,1025.25,71.76,29.61,3.45,0.0
20110710:1310,992.01,69.02,30.57,3.45,0.0
20110710:1410,884.74,60.55,31.3,3.45,0.0
20110710:1510,721.54,49.92,31.68,3.38,0.0
20110710:1610,514.63,38.62,31.69,3.38,0.0
20110710:1710,288.5,27.22,31.3,3.31,0.0
20110710:1810,70.1,16.03,30.48,3.1,0.0
20110710:1910,27.95,5.32,29.38,2.34,0.0
20110710:2010,0.0,0.0,27.43,2.07,0.0
20110710:2110,0.0,0.0,25.58,2.14,0.0
20110710:2210,0.0,0.0,23.88,2.07,0.0
20110710:2310,0.0,0.0,22.07,1.86,0.0
20110711:0010,0.0,0.0,21.05,1.45,0.0
20110711:0110,0.0,0.0,22.19,0.9,0.0
20110711:0210,0.0,0.0,21.4,0.69,0.0
20110711:0310,0.0,0.0,20.67,0.76,0.0
20110711:0410,0.0,0.0,19.59,1.03,0.0
20110711:0510,0.0,1.79,17.34,1.38,0.0
20110711:0610,55.11,12.28,17.32,1.17,0.0
20110711:0710,259.21,23.34,20.66,0.55,0.0
20110711:0810,487.66,34.71,23.8,0.14,0.0
20110711:0910,697.03,46.09,26.16,0.62,0.0
20110711:1010,871.47,57.03,28.14,1.38,0.0
20110711:1110,983.76,66.48,29.75,2.21,0.0
20110711:1210,1025.6,71.62,31.07,2.83,0.0
20110711:1310,993.42,68.92,32.08,3.24,0.0
20110711:1410,885.09,60.48,32.76,3.38,0.0
20110711:1510,721.81,49.87,33.16,3.45,0.0
20110711:1610,513.05,38.58,33.19,3.59,0.0
20110711:1710,288.5,27.17,32.71,3.59,0.0
20110711:1810,80.62,15.97,31.75,3.52,0.0
20110711:1910,27.07,5.26,30.31,2.83,0.0
20110711:2010,0.0,0.0,28.29,2.55,0.0
20110711:2110,0.0,0.0,26.67,2.21,0.0
20110711:2210,0.0,0.0,25.14,2.0,0.0
20110711:2310,0.0,0.0,23.34,1.79,0.0
20110712:0010,0.0,0.0,21.62,1.79,0.0
20110712:0110,0.0,0.0,20.3,1.72,0.0
20110712:0210,0.0,0.0,19.62,1.59,0.0
20110712:0310,0.0,0.0,19.11,1.38,0.0
20110712:0410,0.0,0.0,17.99,1.66,0.0
20110712:0510,0.0,1.67,17.15,1.86,0.0
20110712:0610,56.16,12.17,17.64,1.66,0.0
20110712:0710,259.65,23.24,21.82,1.79,0.0
20110712:0810,479.0,34.61,24.51,2.83,0.0
20110712:0910,697.2,45.98,26.26,3.72,0.0
20110712:1010,867.92,56.91,27.59,4.48,0.0
20110712:1110,979.13,66.35,28.67,5.1,0.0
20110712:1210,1021.03,71.49,29.55,5.66,0.0
20110712:1310,988.98,68.81,29.91,6.0,0.0
20110712:1410,710.65,60.41,30.11,6.76,0.0
20110712:1510,572.5,49.82,29.19,6.07,0.0
20110712:1610,397.47,38.52,28.85,5.38,0.0
20110712:1710,284.37,27.12,28.28,6.14,0.0
20110712:1810,18.53,15.92,25.45,5.72,0.0
20110712:1910,27.07,5.19,22.11,4.76,0.0
20110712:2010,0.0,0.0,20.7,3.93,0.0
20110712:2110,0.0,0.0,19.4,3.93,0.0
20110712:2210,0.0,0.0,18.34,3.52,0.0
20110712:2310,0.0,0.0,17.64,3.24,0.0
20110713:0010,0.0,0.0,17.1,3.03,0.0
20110713:0110,0.0,0.0,16.6,2.97,0.0
20110713:0210,0.0,0.0,16.07,2.76,0.0
20110713:0310,0.0,0.0,15.54,2.69,0.0
20110713:0410,0.0,0.0,15.11,2.41,0.0
20110713:0510,0.0,1.56,14.7,2.14,0.0
20110713:0610,52.87,12.06,14.95,1.93,0.0
20110713:0710,258.84,23.13,16.18,2.48,0.0
20110713:0810,484.7,34.5,17.69,2.34,0.0
20110713:0910,696.46,45.88,19.33,2.41,0.0
20110713:1010,853.48,56.8,21.39,2.97,0.0
20110713:1110,890.8,66.22,23.5,3.52,0.0
20110713:1210,783.92,71.34,24.41,3.93,0.0
20110713:1310,865.84,68.7,25.37,4.28,0.0
20110713:1410,844.24,60.33,25.58,4.55,0.0
20110713:1510,712.81,49.75,25.8,4.48,0.0
20110713:1610,452.43,38.47,24.9,4.69,0.0
20110713:1710,226.18,27.06,24.34,4.69,0.0
20110713:1810,108.96,15.85,23.7,4.55,0.0
20110713:1910,25.33,5.12,22.26,4.55,0.0
20110713:2010,0.0,0.0,20.98,3.72,0.0
20110713:2110,0.0,0.0,20.0,3.38,0.0
20110713:2210,0.0,0.0,19.08,3.17,0.0
20110713:2310,0.0,0.0,18.27,3.1,0.0
20110714:0010,0.0,0.0,17.54,3.03,0.0
20110714:0110,0.0,0.0,16.86,2.9,0.0
20110714:0210,0.0,0.0,16.24,2.76,0.0
20110714:0310,0.0,0.0,15.59,2.48,0.0
20110714:0410,0.0,0.0,14.96,2.28,0.0
20110714:0510,0.0,1.44,14.34,2.07,0.0
20110714:0610,53.95,11.94,14.44,1.86,0.0
20110714:0710,257.39,23.02,15.92,2.34,0.0
20110714:0810,483.86,34.39,17.77,2.28,0.0
20110714:0910,696.75,45.77,19.78,2.0,0.0
20110714:1010,876.38,56.68,21.66,1.72,0.0
20110714:1110,985.06,66.08,23.43,1.52,0.0
20110714:1210,1038.03,71.19,24.96,1.31,0.0
20110714:1310,994.87,68.58,26.21,1.1,0.0
20110714:1410,896.71,60.24,27.15,0.9,0.0
20110714:1510,730.5,49.69,27.74,0.9,0.0
20110714:1610,518.47,38.41,28.04,0.9,0.0
20110714:1710,288.53,27.0,27.92,0.97,0.0
20110714:1810,83.67,15.78,27.55,1.03,0.0
20110714:1910,23.58,5.04,26.75,0.76,0.0
20110714:2010,0.0,0.0,25.53,1.03,0.0
20110714:2110,0.0,0.0,23.3,1.66,0.0
20110714:2210,0.0,0.0,21.39,2.0,0.0
20110714:2310,0.0,0.0,20.3,2.41,0.0
20110715:0010,0.0,0.0,19.65,2.83,0.0
20110715:0110,0.0,0.0,19.17,3.24,0.0
20110715:0210,0.0,0.0,18.63,3.45,0.0
20110715:0310,0.0,0.0,18.07,3.24,0.0
20110715:0410,0.0,0.0,17.4,2.97,0.0
20110715:0510,0.0,1.31,16.88,2.62,0.0
20110715:0610,53.64,11.83,17.08,2.28,0.0
20110715:0710,256.64,22.91,18.84,2.34,0.0
20110715:0810,485.36,34.29,20.76,2.07,0.0
20110715:0910,699.75,45.66,22.56,1.45,0.0
20110715:1010,872.0,56.56,24.54,0.76,0.0
20110715:1110,990.63,65.94,26.32,0.41,0.0
20110715:1210,1033.68,71.04,28.04,1.17,0.0
20110715:1310,996.53,68.46,29.21,1.66,0.0
20110715:1410,892.68,60.15,30.05,1.86,0.0
20110715:1510,728.79,49.61,30.61,2.0,0.0
20110715:1610,518.9,38.34,30.84,2.07,0.0
